rho R(km) M(SM) 
49791178277.338081 831.637979 0.820730 
49840969455.615417 831.452705 0.820682 
49890810425.071030 831.267559 0.820633 
49940701235.496094 831.082542 0.820584 
49990641936.731583 830.898987 0.820535 
50040632578.668312 830.715774 0.820485 
50090673211.246971 830.532689 0.820436 
50140763884.458214 830.349732 0.820386 
50190904648.342667 830.166904 0.820337 
50241095552.991005 829.984202 0.820287 
50291336648.543991 829.801629 0.820237 
50341627985.192528 829.619183 0.820187 
50391969613.177711 829.436865 0.820137 
50442361582.790886 829.254339 0.820087 
50492803944.373672 829.071735 0.820038 
50543296748.318039 828.889259 0.819988 
50593840045.066353 828.706780 0.819938 
50644433885.111412 828.524280 0.819888 
50695078318.996521 828.341933 0.819838 
50745773397.315514 828.160587 0.819788 
50796519170.712822 827.979385 0.819737 
50847315689.883530 827.798312 0.819687 
50898163005.573410 827.617367 0.819636 
50949061168.578979 827.436551 0.819586 
51000010229.747551 827.255862 0.819535 
51051010239.977295 827.075302 0.819484 
51102061250.217270 826.894869 0.819433 
51153163311.467484 826.714564 0.819383 
51204316474.778946 826.534387 0.819332 
51255520791.253716 826.354337 0.819281 
51306776312.044960 826.174415 0.819230 
51358083088.357002 825.994620 0.819179 
51409441171.445351 825.814953 0.819127 
51460850612.616791 825.635413 0.819076 
51512311463.229401 825.456000 0.819025 
51563823774.692627 825.277461 0.818973 
51615387598.467316 825.100090 0.818921 
51667002986.065781 824.922845 0.818869 
51718669989.051842 824.745726 0.818817 
51770388659.040886 824.568733 0.818764 
51822159047.699921 824.391865 0.818712 
51873981206.747612 824.215124 0.818659 
51925855187.954353 824.038508 0.818607 
51977781043.142303 823.862018 0.818554 
52029758824.185440 823.685619 0.818502 
52081788583.009621 823.509302 0.818449 
52133870371.592621 823.333110 0.818397 
52186004241.964211 823.157044 0.818345 
52238190246.206169 822.981104 0.818292 
52290428436.452370 822.805289 0.818240 
52342718864.888817 822.629599 0.818187 
52395061583.753700 822.454034 0.818134 
52447456645.337448 822.278542 0.818082 
52499904101.982780 822.103844 0.818029 
52552404006.084755 821.881689 0.817962 
52604956410.090836 821.659429 0.817894 
52657561366.500923 821.436964 0.817827 
52710218927.867416 821.213326 0.817760 
52762929146.795280 820.989666 0.817693 
52815692075.942070 820.765984 0.817626 
52868507768.018005 820.542269 0.817559 
52921376275.786018 820.318534 0.817492 
52974297652.061798 820.094754 0.817425 
53027271949.713852 819.870976 0.817357 
53080299221.663559 819.647738 0.817288 
53133379520.885216 819.424066 0.817219 
53186512900.406097 819.199125 0.817152 
53239699413.306496 818.972529 0.817088 
53292939112.719795 818.747501 0.817023 
53346232051.832512 818.523359 0.816957 
53399578283.884338 818.299154 0.816891 
53452977862.168221 818.074909 0.816825 
53506430840.030380 817.850229 0.816758 
53559937270.870407 817.625766 0.816692 
53613497208.141273 817.401464 0.816626 
53667110705.349411 817.176828 0.816560 
53720777816.054756 816.952309 0.816494 
53774498593.870804 816.727861 0.816428 
53828273092.464668 816.503222 0.816361 
53882101365.557129 816.278564 0.816295 
53935983466.922684 816.053897 0.816228 
53989919450.389603 815.829399 0.816162 
54043909369.839989 815.604561 0.816095 
54097953279.209824 815.379737 0.816028 
54152051232.489029 815.156213 0.815960 
54206203283.721512 814.932837 0.815892 
54260409487.005226 814.709531 0.815824 
54314669896.492226 814.485700 0.815756 
54368984566.388710 814.261942 0.815688 
54423353550.955093 814.037978 0.815619 
54477776904.506042 813.814121 0.815550 
54532254681.410545 813.590238 0.815481 
54586786936.091949 813.365211 0.815413 
54641373723.028038 813.140358 0.815345 
54696015096.751060 812.915742 0.815277 
54750711111.847809 812.690911 0.815209 
54805461822.959648 812.466438 0.815142 
54860267284.782600 812.242744 0.815075 
54915127552.067375 812.018349 0.815008 
54970042679.619438 811.793914 0.814942 
55025012722.299049 811.569716 0.814875 
55080037735.021339 811.347129 0.814807 
55135117772.756355 811.125692 0.814739 
55190252890.529106 810.904496 0.814670 
55245443143.419632 810.683540 0.814601 
55300688586.563049 810.461915 0.814533 
55355989275.149605 810.240026 0.814464 
55411345264.424751 810.018371 0.814395 
55466756609.689171 809.797151 0.814326 
55522223366.298851 809.575727 0.814257 
55577745589.665146 809.354334 0.814188 
55633323335.254807 809.133180 0.814118 
55688956658.590057 808.912263 0.814049 
55744645615.248642 808.691017 0.813980 
55800390260.863884 808.468944 0.813910 
55856190651.124741 808.247104 0.813841 
55912046841.775856 808.025489 0.813771 
55967958888.617622 807.804072 0.813702 
56023926847.506233 807.582317 0.813632 
56079950774.353737 807.360804 0.813562 
56136030725.128082 807.141149 0.813492 
56192166755.853203 806.921890 0.813422 
56248358922.609047 806.702863 0.813351 
56304607281.531647 806.481681 0.813283 
56360911888.813171 806.259706 0.813216 
56417272800.701981 806.037966 0.813148 
56473690073.502678 805.816460 0.813080 
56530163763.576172 805.595189 0.813013 
56586693927.339745 805.373870 0.812945 
56643280621.267075 805.152016 0.812877 
56699923901.888336 804.929457 0.812810 
56756623825.790215 804.706951 0.812744 
56813380449.615997 804.484683 0.812677 
56870193830.065605 804.262654 0.812610 
56927064023.895668 804.040009 0.812543 
56983991087.919556 803.816347 0.812477 
57040975079.007469 803.592920 0.812410 
57098016054.086472 803.370014 0.812342 
57155114070.140549 803.147662 0.812273 
57212269184.210686 802.925541 0.812205 
57269481453.394890 802.705570 0.812135 
57326750934.848282 802.486242 0.812064 
57384077685.783127 802.267628 0.811992 
57441461763.468903 802.049343 0.811919 
57498903225.232368 801.831290 0.811847 
57556402128.457596 801.613461 0.811774 
57613958530.586044 801.395800 0.811702 
57671572489.116623 801.177790 0.811630 
57729244061.605736 800.958317 0.811559 
57786973305.667336 800.739072 0.811487 
57844760278.973000 800.520055 0.811415 
57902605039.251968 800.301265 0.811343 
57960507644.291214 800.082703 0.811271 
58018468151.935501 799.864367 0.811199 
58076486620.087433 799.646257 0.811126 
58134563106.707512 799.427260 0.811054 
58192697669.814217 799.208444 0.810982 
58250890367.484024 798.989858 0.810910 
58309141257.851501 798.771502 0.810838 
58367450399.109344 798.553374 0.810765 
58425817849.508446 798.335475 0.810693 
58484243667.357948 798.117804 0.810620 
58542727911.025299 797.901535 0.810546 
58601270638.936317 797.683515 0.810473 
58659871909.575249 797.465432 0.810400 
58718531781.484818 797.247572 0.810326 
58777250313.266296 797.029934 0.810253 
58836027563.579559 796.812518 0.810179 
58894863591.143135 796.595342 0.810105 
58953758454.734268 796.378558 0.810032 
59012712213.188995 796.161995 0.809958 
59071724925.402176 795.944896 0.809884 
59130796650.327568 795.726843 0.809811 
59189927446.977890 795.509014 0.809738 
59249117374.424858 795.291410 0.809665 
59308366491.799278 795.074030 0.809592 
59367674858.291069 794.856874 0.809519 
59427042533.149353 794.639941 0.809445 
59486469575.682495 794.423232 0.809372 
59545956045.258171 794.206746 0.809298 
59605502001.303421 793.990481 0.809225 
59665107503.304718 793.771841 0.809152 
59724772610.808014 793.553160 0.809079 
59784497383.418816 793.334699 0.809005 
59844281880.802231 793.116457 0.808932 
59904126162.683029 792.897795 0.808860 
59964030288.845703 792.680119 0.808788 
60023994319.134544 792.463871 0.808716 
60084018313.453674 792.246658 0.808646 
60144102331.767120 792.029664 0.808575 
60204246434.098885 791.812891 0.808505 
60264450680.532974 791.595078 0.808435 
60324715131.213501 791.377353 0.808365 
60385039846.344711 791.159851 0.808295 
60445424886.191048 790.942573 0.808225 
60505870311.077232 790.725518 0.808155 
60566376181.388306 790.508685 0.808084 
60626942557.569687 790.292074 0.808014 
60687569500.127251 790.075686 0.807943 
60748257069.627373 789.859518 0.807872 
60809005326.696991 789.643572 0.807802 
60869814332.023682 789.427847 0.807731 
60930684146.355698 789.209652 0.807661 
60991614830.502045 788.991125 0.807591 
61052606445.332542 788.772816 0.807521 
61113659051.777870 788.554726 0.807451 
61174772710.829643 788.336854 0.807380 
61235947483.540466 788.119200 0.807310 
61297183431.024002 787.901763 0.807239 
61358480614.455017 787.684543 0.807169 
61419839095.069466 787.467540 0.807098 
61481258934.164528 787.250753 0.807027 
61542740193.098686 787.034994 0.806956 
61604282933.291779 786.819982 0.806884 
61665887216.225067 786.603828 0.806812 
61727553103.441284 786.387895 0.806741 
61789280656.544716 786.172179 0.806669 
61851069937.201256 785.956411 0.806598 
61912921007.138451 785.740353 0.806528 
61974833928.145584 785.524415 0.806458 
62036808762.073723 785.308721 0.806389 
62098845570.835793 785.093242 0.806320 
62160944416.406624 784.877979 0.806250 
62223105360.823021 784.663020 0.806180 
62285328466.183838 784.448590 0.806109 
62347613794.650017 784.234372 0.806038 
62409961408.444656 784.020088 0.805966 
62472371369.853096 783.802894 0.805897 
62534843741.222939 783.585849 0.805827 
62597378584.964157 783.369012 0.805757 
62659975963.549118 783.152385 0.805687 
62722635939.512657 782.936172 0.805618 
62785358575.452164 782.720203 0.805549 
62848143934.027611 782.504442 0.805479 
62910992077.961632 782.288888 0.805410 
62973903070.039589 782.073541 0.805340 
63036876973.109619 781.858400 0.805270 
63099913850.082726 781.643466 0.805201 
63163013763.932800 781.428737 0.805131 
63226176777.696724 781.214215 0.805061 
63289402954.474411 780.999535 0.804991 
63352692357.428879 780.785359 0.804920 
63416045049.786301 780.572893 0.804848 
63479461094.836082 780.360633 0.804776 
63542940555.930908 780.148581 0.804704 
63606483496.486832 779.936736 0.804632 
63670089979.983315 779.725097 0.804560 
63733760069.963287 779.513664 0.804488 
63797493830.033241 779.302437 0.804415 
63861291323.863266 779.091416 0.804343 
63925152615.187119 778.880600 0.804270 
63989077767.802299 778.669989 0.804198 
64053066845.570091 778.459584 0.804125 
64117119912.415657 778.249371 0.804052 
64181237032.328064 778.039338 0.803980 
64245418269.360382 777.829510 0.803907 
64309663687.629738 777.616554 0.803836 
64373973351.317360 777.402619 0.803767 
64438347324.668671 777.188474 0.803699 
64502785671.993332 776.974536 0.803630 
64567288457.665321 776.760803 0.803562 
64631855746.122978 776.547245 0.803494 
64696487601.869095 776.333894 0.803426 
64761184089.470955 776.120750 0.803358 
64825945273.560417 775.907813 0.803289 
64890771218.833969 775.695082 0.803221 
64955661990.052795 775.482557 0.803152 
65020617652.042839 775.270238 0.803084 
65085638269.694878 775.058023 0.803015 
65150723907.964569 774.845613 0.802947 
65215874631.872528 774.633409 0.802879 
65281090506.504395 774.421410 0.802811 
65346371597.010895 774.209154 0.802742 
65411717968.607895 773.997237 0.802674 
65477129686.576492 773.785887 0.802605 
65542606816.263062 773.574975 0.802538 
65608149423.079315 773.364268 0.802470 
65673757572.502388 773.153766 0.802402 
65739431330.074883 772.943469 0.802334 
65805170761.404953 772.733376 0.802266 
65870975932.166351 772.523487 0.802197 
65936846908.098511 772.313801 0.802129 
66002783755.006599 772.104319 0.802060 
66068786538.761597 771.895040 0.801992 
66134855325.300354 771.685965 0.801923 
66200990180.625648 771.476759 0.801854 
66267191170.806267 771.248728 0.801779 
66333458361.977066 771.020788 0.801703 
66399791820.339035 770.793018 0.801628 
66466191612.159370 770.565416 0.801552 
66532657803.771523 770.334344 0.801478 
66599190461.575287 770.103172 0.801405 
66665789652.036858 769.872324 0.801332 
66732455441.688889 769.641635 0.801260 
66799187897.130569 769.411116 0.801187 
66865987085.027695 769.180779 0.801114 
66932853072.112717 768.950553 0.801041 
66999785925.184822 768.720521 0.800968 
67066785711.110001 768.490648 0.800895 
67133852496.821106 768.260924 0.800821 
67200986349.317917 768.031612 0.800748 
67268187335.667229 767.802937 0.800674 
67335455523.002892 767.574396 0.800601 
67402790978.525887 767.346082 0.800527 
67470193769.504402 767.117821 0.800454 
67537663963.273903 766.891656 0.800378 
67605201627.237167 766.667172 0.800301 
67672806828.864395 766.442118 0.800224 
67740479635.693253 766.215990 0.800149 
67808220115.328941 765.990245 0.800073 
67876028335.444260 765.764584 0.799997 
67943904363.779694 765.539090 0.799920 
68011848268.143463 765.313776 0.799844 
68079860116.411598 765.088844 0.799767 
68147939976.528000 764.864147 0.799689 
68216087916.504517 764.639632 0.799611 
68284304004.421013 764.415299 0.799532 
68352588308.425423 764.191171 0.799454 
68420940896.733841 763.967210 0.799375 
68489361837.630569 763.743448 0.799296 
68557851199.468193 763.519833 0.799216 
68626409050.667656 763.296066 0.799136 
68695035459.718315 763.071983 0.799057 
68763730495.178024 762.848112 0.798978 
68832494225.673187 762.624138 0.798899 
68901326719.898849 762.400393 0.798820 
68970228046.618744 762.176878 0.798741 
69039198274.665359 761.949420 0.798664 
69108237472.940018 761.721877 0.798587 
69177345710.412949 761.494212 0.798512 
69246523056.123352 761.266317 0.798438 
69315769579.179474 761.038608 0.798364 
69385085348.758652 760.810662 0.798292 
69454470434.107407 760.582192 0.798221 
69523924904.541504 760.353875 0.798150 
69593448829.446045 760.125890 0.798079 
69663042278.275482 759.898354 0.798008 
69732705320.553757 759.670806 0.797936 
69802438025.874298 759.443613 0.797865 
69872240463.900162 759.218131 0.797792 
69942112704.364059 758.992971 0.797719 
70012054817.068420 758.767863 0.797646 
70082066871.885483 758.543188 0.797573 
70152148938.757355 758.318935 0.797499 
70222301087.696106 758.094910 0.797426 
70292523388.783798 757.870890 0.797352 
70362815912.172577 757.646833 0.797279 
70433178728.084747 757.422478 0.797206 
70503611906.812820 757.196581 0.797133 
70574115518.719620 756.970916 0.797061 
70644689634.238327 756.745262 0.796988 
70715334323.872559 756.519809 0.796916 
70786049658.196426 756.294588 0.796843 
70856835707.854614 756.069600 0.796770 
70927692543.562454 755.844845 0.796697 
70998620236.106003 755.619863 0.796624 
71069618856.342102 755.395141 0.796551 
71140688475.198441 755.171393 0.796478 
71211829163.673630 754.948394 0.796405 
71283040992.837296 754.726108 0.796333 
71354324033.830124 754.503929 0.796261 
71425678357.863953 754.281790 0.796188 
71497104036.221802 754.059876 0.796116 
71568601140.258011 753.838188 0.796043 
71640169741.398254 753.616724 0.795970 
71711809911.139648 753.395888 0.795898 
71783521721.050781 753.175137 0.795825 
71855305242.771820 752.954366 0.795753 
71927160548.014587 752.733815 0.795680 
71999087708.562592 752.513485 0.795608 
72071086796.271149 752.292090 0.795536 
72143157883.067413 752.067759 0.795467 
72215301040.950470 751.843516 0.795398 
72287516341.991409 751.619237 0.795329 
72359803858.333389 751.395181 0.795260 
72432163662.191711 751.171344 0.795190 
72504595825.853897 750.948716 0.795120 
72577100421.679749 750.727659 0.795048 
72649677522.101425 750.507109 0.794976 
72722327199.623520 750.286348 0.794904 
72795049526.823135 750.064809 0.794831 
72867844576.349945 749.843488 0.794759 
72940712420.926285 749.622384 0.794686 
73013653133.347198 749.401497 0.794613 
73086666786.480545 749.180713 0.794540 
73159753453.267014 748.959594 0.794467 
73232913206.720276 748.738869 0.794394 
73306146119.926987 748.518100 0.794321 
73379452266.046906 748.297550 0.794248 
73452831718.312943 748.077735 0.794176 
73526284550.031250 747.858171 0.794103 
73599810834.581268 747.638824 0.794031 
73673410645.415848 747.419694 0.793958 
73747084056.061249 747.200780 0.793885 
73820831140.117294 746.981987 0.793812 
73894651971.257401 746.761074 0.793741 
73968546623.228653 746.539668 0.793669 
74042515169.851868 746.318508 0.793598 
74116557685.021713 746.097575 0.793526 
74190674242.706726 745.876864 0.793455 
74264864916.949417 745.656374 0.793383 
74339129781.866364 745.436104 0.793311 
74413468911.648224 745.216054 0.793240 
74487882380.559860 744.995955 0.793168 
74562370262.940414 744.775908 0.793096 
74636932633.203354 744.556081 0.793024 
74711569565.836548 744.336474 0.792951 
74786281135.402374 744.117086 0.792879 
74861067416.537766 743.897631 0.792808 
74935928483.954300 743.678115 0.792737 
75010864412.438248 743.458950 0.792666 
75085875276.850677 743.240004 0.792595 
75160961152.127518 743.021108 0.792524 
75236122113.279633 742.801738 0.792452 
75311358235.392899 742.582587 0.792381 
75386669593.628281 742.363655 0.792310 
75462056263.221893 742.144941 0.792238 
75537518319.485107 741.927392 0.792165 
75613055837.804581 741.710557 0.792092 
75688668893.642380 741.493934 0.792018 
75764357562.536011 741.277525 0.791945 
75840121920.098541 741.061328 0.791871 
75915962042.018631 740.843566 0.791799 
75991878004.060638 740.622746 0.791729 
76067869882.064697 740.402141 0.791658 
76143937751.946747 740.181749 0.791588 
76220081689.698685 739.961571 0.791518 
76296301771.388382 739.741607 0.791447 
76372598073.159760 739.521855 0.791377 
76448970671.232910 739.302316 0.791306 
76525419641.904129 739.082990 0.791235 
76601945061.546021 738.863876 0.791164 
76678547006.607559 738.644974 0.791093 
76755225553.614151 738.426101 0.791022 
76831980779.167755 738.206646 0.790952 
76908812759.946915 737.987403 0.790881 
76985721572.706848 737.768369 0.790810 
77062707294.279541 737.549333 0.790739 
77139770001.573807 737.330556 0.790669 
77216909771.575378 737.111987 0.790598 
77294126681.346939 736.893325 0.790529 
77371420808.028275 736.674870 0.790459 
77448792228.836288 736.456624 0.790389 
77526241021.065109 736.238585 0.790319 
77603767262.086166 736.020754 0.790249 
77681371029.348251 735.802880 0.790179 
77759052400.377594 735.584941 0.790109 
77836811452.777969 735.367210 0.790038 
77914648264.230743 735.149687 0.789968 
77992562912.494965 734.932397 0.789898 
78070555475.407455 734.715314 0.789827 
78148626030.882858 734.498438 0.789756 
78226774656.913727 734.279686 0.789688 
78305001431.570633 734.060937 0.789619 
78383306433.002197 733.842401 0.789550 
78461689739.435196 733.624078 0.789481 
78540151429.174622 733.405967 0.789411 
78618691580.603790 733.188068 0.789342 
78697310272.184387 732.970037 0.789273 
78776007582.456558 732.751707 0.789204 
78854783590.039001 732.533587 0.789135 
78933638373.629028 732.315677 0.789066 
79012572012.002655 732.098841 0.788996 
79091584584.014648 731.882877 0.788924 
79170676168.598648 731.668215 0.788851 
79249846844.767242 731.453758 0.788778 
79329096691.612000 731.239506 0.788705 
79408425788.303604 731.025458 0.788632 
79487834214.091904 730.811615 0.788559 
79567322048.305984 730.597975 0.788486 
79646889370.354279 730.384539 0.788412 
79726536259.724625 730.171306 0.788339 
79806262795.984344 729.958091 0.788266 
79886069058.780319 729.745340 0.788193 
79965955127.839096 729.532792 0.788121 
80045921082.966919 729.320446 0.788048 
80125967004.049881 729.108303 0.787975 
80206092971.053925 728.896362 0.787902 
80286299064.024963 728.684623 0.787830 
80366585363.088974 728.473086 0.787757 
80446951948.452057 728.261749 0.787684 
80527398900.400497 728.050613 0.787610 
80607926299.300888 727.839678 0.787537 
80688534225.600174 727.628943 0.787464 
80769222759.825760 727.418026 0.787391 
80849991982.585571 727.203622 0.787321 
80930841974.568146 726.988971 0.787251 
81011772816.542709 726.773888 0.787182 
81092784589.359238 726.558359 0.787112 
81173877373.948593 726.343033 0.787043 
81255051251.322540 726.127908 0.786973 
81336306302.573853 725.912985 0.786903 
81417642608.876419 725.698263 0.786833 
81499060251.485291 725.483742 0.786763 
81580559311.736771 725.269463 0.786694 
81662139871.048492 725.055005 0.786626 
81743802010.919525 724.840572 0.786559 
81825545812.930435 724.626341 0.786492 
81907371358.743362 724.412310 0.786425 
81989278730.102097 724.198479 0.786357 
82071268008.832184 723.984346 0.786292 
82153339276.841003 723.770331 0.786228 
82235492616.117828 723.556517 0.786163 
82317728108.733932 723.343059 0.786098 
82400045836.842651 723.129421 0.786034 
82482445882.679489 722.916007 0.785970 
82564928328.562164 722.702940 0.785906 
82647493256.890717 722.490043 0.785842 
82730140750.147598 722.277027 0.785779 
82812870890.897736 722.064207 0.785715 
82895683761.788620 721.851588 0.785652 
82978579445.550400 721.639169 0.785588 
83061558024.995941 721.426856 0.785524 
83144619583.020935 721.215745 0.785459 
83227764202.603943 721.004854 0.785393 
83310991966.806534 720.791850 0.785326 
83394302958.773331 720.563893 0.785253 
83477697261.732101 720.336113 0.785180 
83561174958.993820 720.108682 0.785107 
83644736133.952805 719.881411 0.785034 
83728380870.086746 719.652268 0.784963 
83812109250.956818 719.422147 0.784893 
83895921360.207764 719.191670 0.784823 
83979817281.567963 718.961396 0.784751 
84063797098.849518 718.731310 0.784679 
84147860895.948364 718.501397 0.784607 
84232008756.844299 718.271636 0.784535 
84316240765.601135 718.042045 0.784462 
84400557006.366730 717.812625 0.784390 
84484957563.373093 717.583358 0.784317 
84569442520.936462 717.354265 0.784245 
84654011963.457382 717.125332 0.784172 
84738665975.420837 716.896558 0.784099 
84823404641.396255 716.667987 0.784025 
84908228046.037643 716.439507 0.783952 
84993136274.083679 716.211228 0.783879 
85078129410.357758 715.983149 0.783805 
85163207539.768112 715.755150 0.783732 
85248370747.307877 715.527371 0.783658 
85333619118.055176 715.299185 0.783585 
85418952737.173218 715.071112 0.783511 
85504371689.910385 714.843289 0.783438 
85589876061.600281 714.615622 0.783364 
85675465937.661865 714.388186 0.783290 
85761141403.599518 714.160801 0.783216 
85846902545.003113 713.933615 0.783142 
85932749447.548111 713.706595 0.783068 
86018682196.995651 713.479780 0.782994 
86104700879.192642 713.253130 0.782919 
86190805580.071823 713.026526 0.782845 
86276996385.651886 712.800161 0.782770 
86363273382.037521 712.573938 0.782696 
86449636655.419556 712.347924 0.782621 
86536086292.074966 712.122143 0.782546 
86622622378.367035 711.896303 0.782471 
86709245000.745392 711.669878 0.782397 
86795954245.746124 711.440433 0.782326 
86882750199.991867 711.210858 0.782257 
86969632950.191849 710.980610 0.782187 
87056602583.142029 710.750079 0.782118 
87143659185.725159 710.519461 0.782049 
87230802844.910873 710.289031 0.781980 
87318033647.755768 710.059028 0.781910 
87405351681.403519 709.830274 0.781839 
87492757033.084915 709.601813 0.781767 
87580249790.117996 709.374697 0.781694 
87667830039.908112 709.147814 0.781620 
87755497869.948013 708.920863 0.781546 
87843253367.817947 708.694236 0.781472 
87931096621.185760 708.468019 0.781398 
88019027717.806931 708.242258 0.781325 
88107046745.524734 708.016710 0.781251 
88195153792.270248 707.791346 0.781178 
88283348946.062515 707.566212 0.781104 
88371632295.008575 707.341306 0.781030 
88460003927.303574 707.116438 0.780956 
88548463931.230865 706.891343 0.780883 
88637012395.162094 706.666348 0.780810 
88725649407.557251 706.441581 0.780737 
88814375056.964798 706.216267 0.780664 
88903189432.021759 705.990739 0.780592 
88992092621.453766 705.765402 0.780520 
89081084714.075211 705.540294 0.780448 
89170165798.789276 705.315383 0.780376 
89259335964.588058 705.090665 0.780303 
89348595300.552643 704.865780 0.780231 
89437943895.853180 704.640993 0.780158 
89527381839.749023 704.416373 0.780086 
89616909221.588760 704.191679 0.780017 
89706526130.810333 703.967217 0.779947 
89796232656.941132 703.742886 0.779877 
89886028889.598068 703.518637 0.779806 
89975914918.487656 703.294620 0.779736 
90065890833.406128 703.070834 0.779666 
90155956724.239517 702.846493 0.779597 
90246112680.963745 702.621058 0.779529 
90336358793.644699 702.395565 0.779461 
90426695152.438339 702.169993 0.779393 
90517121847.590775 701.944659 0.779324 
90607638969.438354 701.719562 0.779256 
90698246608.407776 701.494701 0.779188 
90788944855.016174 701.270076 0.779119 
90879733799.871185 701.044269 0.779052 
90970613533.671051 700.818366 0.778984 
91061584147.204712 700.592700 0.778917 
91152645731.351913 700.367270 0.778849 
91243798377.083252 700.142075 0.778781 
91335042175.460327 699.917116 0.778713 
91426377217.635773 699.692391 0.778645 
91517803594.853394 699.467670 0.778577 
91609321398.448242 699.242720 0.778509 
91700930719.846680 699.018005 0.778441 
91792631650.566513 698.793528 0.778372 
91884424282.217072 698.569324 0.778304 
91976308706.499283 698.345352 0.778235 
92068285015.205765 698.121612 0.778167 
92160353300.220963 697.898092 0.778098 
92252513653.521179 697.674793 0.778029 
92344766167.174683 697.452158 0.777960 
92437110933.341843 697.230359 0.777889 
92529548044.275177 697.008786 0.777818 
92622077592.319443 696.787437 0.777747 
92714699669.911758 696.566312 0.777676 
92807414369.581665 696.345411 0.777605 
92900221783.951233 696.124746 0.777533 
92993122005.735168 695.903853 0.777462 
93086115127.740891 695.683172 0.777391 
93179201242.868622 695.462245 0.777320 
93272380444.111481 695.241524 0.777248 
93365652824.555588 695.021079 0.777176 
93459018477.380127 694.800908 0.777104 
93552477495.857498 694.580956 0.777032 
93646029973.353348 694.361224 0.776960 
93739676003.326691 694.141542 0.776888 
93833415679.330002 693.921867 0.776816 
93927249095.009323 693.702411 0.776744 
94021176344.104324 693.483173 0.776671 
94115197520.448425 693.262941 0.776601 
94209312717.968857 693.040794 0.776532 
94303522030.686813 692.818100 0.776465 
94397825552.717484 692.595628 0.776397 
94492223378.270187 692.373378 0.776330 
94586715601.648453 692.151309 0.776262 
94681302317.250092 691.928699 0.776195 
94775983619.567337 691.706272 0.776127 
94870759603.186890 691.484065 0.776059 
94965630362.790070 691.262077 0.775992 
95060595993.152847 691.040309 0.775924 
95155656589.145996 690.818759 0.775856 
95250812245.735138 690.597431 0.775788 
95346063057.980865 690.376531 0.775720 
95441409121.038834 690.156095 0.775652 
95536850530.159866 689.935869 0.775583 
95632387380.690018 689.715464 0.775516 
95728019768.070694 689.494025 0.775448 
95823747787.838760 689.272523 0.775382 
95919571535.626587 689.051139 0.775316 
96015491107.162201 688.829973 0.775249 
96111506598.269348 688.609026 0.775183 
96207618104.867599 688.388296 0.775116 
96303825722.972458 688.167784 0.775050 
96400129548.695419 687.947493 0.774983 
96496529678.244110 687.727423 0.774916 
96593026207.922348 687.507561 0.774849 
96689619234.130264 687.287086 0.774782 
96786308853.364380 687.067340 0.774716 
96883095162.217728 686.848204 0.774651 
96979978257.379929 686.629317 0.774585 
97076958235.637299 686.410643 0.774520 
97174035193.872925 686.192182 0.774454 
97271209229.066788 685.973933 0.774388 
97368480438.295837 685.755901 0.774322 
97465848918.734116 685.538160 0.774256 
97563314767.652832 685.320630 0.774190 
97660878082.420471 685.103311 0.774124 
97758538960.502884 684.886107 0.774058 
97856297499.463379 684.668745 0.773992 
97954153796.962830 684.451593 0.773925 
98052107950.759781 684.234652 0.773859 
98150160058.710526 684.018558 0.773791 
98248310218.769226 683.802971 0.773723 
98346558528.987991 683.587697 0.773654 
98444905087.516968 683.373187 0.773584 
98543349992.604477 683.159158 0.773514 
98641893342.597076 682.944873 0.773444 
98740535235.939667 682.729143 0.773378 
98839275771.175598 682.513961 0.773313 
98938115046.946762 682.299005 0.773249 
99037053161.993698 682.084067 0.773185 
99136090215.155685 681.868585 0.773121 
99235226305.370834 681.653313 0.773057 
99334461531.676193 681.438251 0.772993 
99433795993.207855 681.223309 0.772931 
99533229789.201050 681.008548 0.772869 
99632763018.990234 680.793996 0.772807 
99732395782.009216 680.579654 0.772745 
99832128177.791214 680.365521 0.772683 
99931960305.968994 680.151596 0.772621 
100031892266.274948 679.937881 0.772559 
100131924158.541214 679.724373 0.772496 
100232056082.699738 679.511073 0.772434 
100332288138.782425 679.297981 0.772371 
100432620426.921204 679.084896 0.772309 
100533053047.348114 678.871702 0.772246 
100633586100.395447 678.658716 0.772184 
100734219686.495834 678.445936 0.772121 
100834953906.182312 678.233364 0.772058 
100935788860.088486 678.020998 0.771995 
101036724648.948563 677.808838 0.771932 
101137761373.597504 677.596884 0.771869 
101238899134.971085 677.385136 0.771806 
101340138034.106049 677.173593 0.771743 
101441478172.140137 676.962255 0.771680 
101542919650.312271 676.751121 0.771616 
101644462569.962570 676.540192 0.771553 
101746107032.532516 676.329467 0.771489 
101847853139.565033 676.118471 0.771426 
101949700992.704590 675.906870 0.771363 
102051650693.697281 675.695534 0.771302 
102153702344.390961 675.484384 0.771240 
102255856046.735336 675.273434 0.771178 
102358111902.782059 675.062684 0.771116 
102460470014.684830 674.852132 0.771054 
102562930484.699509 674.641779 0.770992 
102665493415.184204 674.431625 0.770930 
102768158908.599380 674.221587 0.770867 
102870927067.507965 674.011649 0.770804 
102973797994.575455 673.801817 0.770742 
103076771792.570023 673.592189 0.770679 
103179848564.362579 673.382762 0.770616 
103283028412.926926 673.173531 0.770553 
103386311441.339844 672.964497 0.770489 
103489697752.781174 672.755660 0.770426 
103593187450.533951 672.547019 0.770363 
103696780637.984467 672.338148 0.770300 
103800477418.622437 672.129326 0.770236 
