rho R(km) M(SM) 
31395080782919336.000000 5.606950 1.194279 
31426475863702252.000000 5.606541 1.194137 
31457902339565952.000000 5.606132 1.193994 
31489360241905516.000000 5.605724 1.193852 
31520849602147420.000000 5.605317 1.193709 
31552370451749564.000000 5.604909 1.193567 
31583922822201312.000000 5.604503 1.193424 
31615506745023508.000000 5.604096 1.193282 
31647122251768528.000000 5.603691 1.193140 
31678769374020292.000000 5.603285 1.192998 
31710448143394308.000000 5.602881 1.192856 
31742158591537700.000000 5.602476 1.192714 
31773900750129236.000000 5.602072 1.192572 
31805674650879360.000000 5.601669 1.192430 
31837480325530236.000000 5.601266 1.192288 
31869317805855764.000000 5.600864 1.192146 
31901187123661616.000000 5.600462 1.192004 
31933088310785276.000000 5.600060 1.191863 
31965021399096056.000000 5.599659 1.191721 
31996986420495148.000000 5.599258 1.191579 
32028983406915640.000000 5.598858 1.191438 
32061012390322552.000000 5.598458 1.191296 
32093073402712872.000000 5.598058 1.191155 
32125166476115580.000000 5.597659 1.191014 
32157291642591692.000000 5.597261 1.190873 
32189448934234280.000000 5.596863 1.190731 
32221638383168512.000000 5.596465 1.190590 
32253860021551676.000000 5.596068 1.190449 
32286113881573224.000000 5.595672 1.190308 
32318399995454792.000000 5.595276 1.190167 
32350718395450244.000000 5.594880 1.190026 
32383069113845692.000000 5.594485 1.189886 
32415452182959536.000000 5.594090 1.189745 
32447867635142492.000000 5.593696 1.189604 
32480315502777632.000000 5.593302 1.189464 
32512795818280408.000000 5.592908 1.189323 
32545308614098684.000000 5.592515 1.189183 
32577853922712780.000000 5.592122 1.189043 
32610431776635488.000000 5.591730 1.188902 
32643042208412120.000000 5.591338 1.188762 
32675685250620528.000000 5.590947 1.188622 
32708360935871144.000000 5.590556 1.188482 
32741069296807012.000000 5.590166 1.188342 
32773810366103816.000000 5.589776 1.188202 
32806584176469916.000000 5.589387 1.188062 
32839390760646384.000000 5.588998 1.187922 
32872230151407028.000000 5.588609 1.187782 
32905102381558432.000000 5.588221 1.187642 
32938007483939988.000000 5.587834 1.187503 
32970945491423924.000000 5.587447 1.187363 
33003916436915344.000000 5.587060 1.187223 
33036920353352256.000000 5.586674 1.187084 
33069957273705604.000000 5.586288 1.186945 
33103027230979304.000000 5.585903 1.186805 
33136130258210280.000000 5.585518 1.186666 
33169266388468488.000000 5.585134 1.186527 
33202435654856952.000000 5.584750 1.186388 
33235638090511804.000000 5.584366 1.186248 
33268873728602312.000000 5.583983 1.186109 
33302142602330912.000000 5.583600 1.185970 
33335444744933240.000000 5.583218 1.185832 
33368780189678168.000000 5.582836 1.185693 
33402148969867844.000000 5.582455 1.185554 
33435551118837708.000000 5.582074 1.185415 
33468986669956544.000000 5.581693 1.185277 
33502455656626496.000000 5.581313 1.185138 
33535958112283120.000000 5.580934 1.184999 
33569494070395400.000000 5.580555 1.184861 
33603063564465792.000000 5.580176 1.184723 
33636666628030256.000000 5.579798 1.184584 
33670303294658284.000000 5.579420 1.184446 
33703973597952940.000000 5.579043 1.184308 
33737677571550888.000000 5.578667 1.184170 
33771415249122436.000000 5.578290 1.184032 
33805186664371556.000000 5.577914 1.183894 
33838991851035924.000000 5.577539 1.183756 
33872830842886956.000000 5.577164 1.183618 
33906703673729840.000000 5.576789 1.183480 
33940610377403568.000000 5.576415 1.183342 
33974550987780968.000000 5.576042 1.183204 
34008525538768744.000000 5.575668 1.183067 
34042534064307508.000000 5.575296 1.182929 
34076576598371812.000000 5.574923 1.182792 
34110653174970180.000000 5.574551 1.182654 
34144763828145148.000000 5.574180 1.182517 
34178908591973288.000000 5.573809 1.182380 
34213087500565256.000000 5.573439 1.182243 
34247300588065816.000000 5.573069 1.182106 
34281547888653880.000000 5.572699 1.181969 
34315829436542532.000000 5.572330 1.181832 
34350145265979072.000000 5.571962 1.181695 
34384495411245048.000000 5.571594 1.181558 
34418879906656288.000000 5.571226 1.181422 
34453298786562940.000000 5.570859 1.181285 
34487752085349500.000000 5.570492 1.181149 
34522239837434844.000000 5.570127 1.181012 
34556762077272276.000000 5.569761 1.180876 
34591318839349544.000000 5.569396 1.180740 
34625910158188888.000000 5.569032 1.180604 
34660536068347072.000000 5.568668 1.180468 
34695196604415416.000000 5.568304 1.180332 
34729891801019828.000000 5.567941 1.180196 
34764621692820844.000000 5.567578 1.180060 
34799386314513660.000000 5.567216 1.179925 
34834185700828168.000000 5.566854 1.179789 
34869019886528992.000000 5.566492 1.179653 
34903888906415516.000000 5.566131 1.179518 
34938792795321928.000000 5.565770 1.179382 
34973731588117248.000000 5.565410 1.179247 
35008705319705360.000000 5.565050 1.179112 
35043714025025060.000000 5.564690 1.178977 
35078757739050080.000000 5.564331 1.178841 
35113836496789128.000000 5.563973 1.178706 
35148950333285912.000000 5.563615 1.178571 
35184099283619196.000000 5.563257 1.178437 
35219283382902812.000000 5.562900 1.178302 
35254502666285712.000000 5.562543 1.178167 
35289757168951992.000000 5.562186 1.178032 
35325046926120940.000000 5.561831 1.177898 
35360371973047056.000000 5.561475 1.177763 
35395732345020100.000000 5.561120 1.177628 
35431128077365116.000000 5.560766 1.177494 
35466559205442476.000000 5.560412 1.177360 
35502025764647916.000000 5.560059 1.177226 
35537527790412560.000000 5.559707 1.177092 
35573065318202968.000000 5.559354 1.176958 
35608638383521168.000000 5.559002 1.176824 
35644247021904684.000000 5.558651 1.176690 
35679891268926584.000000 5.558300 1.176556 
35715571160195508.000000 5.557949 1.176423 
35751286731355700.000000 5.557599 1.176289 
35787038018087052.000000 5.557249 1.176155 
35822825056105136.000000 5.556900 1.176022 
35858647881161236.000000 5.556551 1.175888 
35894506529042392.000000 5.556202 1.175755 
35930401035571432.000000 5.555854 1.175622 
35966331436607000.000000 5.555506 1.175488 
36002297768043604.000000 5.555159 1.175355 
36038300065811640.000000 5.554813 1.175222 
36074338365877448.000000 5.554466 1.175089 
36110412704243320.000000 5.554121 1.174956 
36146523116947560.000000 5.553775 1.174823 
36182669640064504.000000 5.553430 1.174690 
36218852309704568.000000 5.553086 1.174558 
36255071162014272.000000 5.552742 1.174425 
36291326233176280.000000 5.552398 1.174292 
36327617559409456.000000 5.552055 1.174159 
36363945176968864.000000 5.551712 1.174027 
36400309122145832.000000 5.551370 1.173894 
36436709431267976.000000 5.551028 1.173762 
36473146140699240.000000 5.550687 1.173630 
36509619286839936.000000 5.550346 1.173497 
36546128906126768.000000 5.550005 1.173365 
36582675035032888.000000 5.549665 1.173233 
36619257710067920.000000 5.549325 1.173101 
36655876967777984.000000 5.548986 1.172969 
36692532844745760.000000 5.548647 1.172837 
36729225377590504.000000 5.548309 1.172705 
36765954602968088.000000 5.547970 1.172573 
36802720557571056.000000 5.547632 1.172442 
36839523278128624.000000 5.547295 1.172310 
36876362801406752.000000 5.546958 1.172178 
36913239164208152.000000 5.546622 1.172047 
36950152403372360.000000 5.546286 1.171915 
36987102555775728.000000 5.545950 1.171784 
37024089658331496.000000 5.545615 1.171653 
37061113747989824.000000 5.545280 1.171521 
37098174861737808.000000 5.544946 1.171390 
37135273036599544.000000 5.544612 1.171259 
37172408309636136.000000 5.544279 1.171128 
37209580717945768.000000 5.543946 1.170997 
37246790298663712.000000 5.543613 1.170866 
37284037088962368.000000 5.543281 1.170735 
37321321126051328.000000 5.542947 1.170603 
37358642447177376.000000 5.542611 1.170471 
37396001089624552.000000 5.542276 1.170338 
37433397090714176.000000 5.541941 1.170206 
37470830487804888.000000 5.541607 1.170074 
37508301318292688.000000 5.541274 1.169942 
37545809619610976.000000 5.540940 1.169810 
37583355429230584.000000 5.540607 1.169678 
37620938784659808.000000 5.540275 1.169546 
37658559723444464.000000 5.539943 1.169414 
37696218283167904.000000 5.539611 1.169282 
37733914501451064.000000 5.539280 1.169150 
37771648415952512.000000 5.538950 1.169018 
37809420064368464.000000 5.538619 1.168887 
37847229484432832.000000 5.538290 1.168755 
37885076713917264.000000 5.537960 1.168624 
37922961790631176.000000 5.537631 1.168492 
37960884752421800.000000 5.537303 1.168361 
37998845637174216.000000 5.536974 1.168230 
38036844482811384.000000 5.536647 1.168098 
38074881327294192.000000 5.536319 1.167967 
38112956208621480.000000 5.535992 1.167836 
38151069164830096.000000 5.535666 1.167705 
38189220233994920.000000 5.535340 1.167574 
38227409454228912.000000 5.535014 1.167443 
38265636863683136.000000 5.534689 1.167313 
38303902500546816.000000 5.534364 1.167182 
38342206403047360.000000 5.534040 1.167051 
38380548609450400.000000 5.533716 1.166921 
38418929158059848.000000 5.533392 1.166790 
38457348087217904.000000 5.533069 1.166660 
38495805435305120.000000 5.532747 1.166530 
38534301240740424.000000 5.532425 1.166399 
38572835541981160.000000 5.532103 1.166269 
38611408377523136.000000 5.531782 1.166139 
38650019785900656.000000 5.531461 1.166009 
38688669805686552.000000 5.531140 1.165879 
38727358475492232.000000 5.530820 1.165749 
38766085833967720.000000 5.530501 1.165619 
38804851919801680.000000 5.530182 1.165489 
38843656771721480.000000 5.529863 1.165360 
38882500428493200.000000 5.529545 1.165230 
38921382928921688.000000 5.529227 1.165100 
38960304311850608.000000 5.528910 1.164971 
38999264616162456.000000 5.528593 1.164842 
39038263880778616.000000 5.528276 1.164712 
39077302144659392.000000 5.527960 1.164583 
39116379446804048.000000 5.527645 1.164454 
39155495826250848.000000 5.527329 1.164324 
39194651322077096.000000 5.527015 1.164195 
39233845973399168.000000 5.526700 1.164066 
39273079819372560.000000 5.526386 1.163937 
39312352899191928.000000 5.526073 1.163808 
39351665252091112.000000 5.525759 1.163680 
39391016917343200.000000 5.525446 1.163551 
39430407934260536.000000 5.525134 1.163422 
39469838342194792.000000 5.524822 1.163294 
39509308180536984.000000 5.524510 1.163165 
39548817488717520.000000 5.524199 1.163037 
39588366306206232.000000 5.523888 1.162908 
39627954672512432.000000 5.523577 1.162780 
39667582627184944.000000 5.523267 1.162652 
39707250209812128.000000 5.522958 1.162524 
39746957460021936.000000 5.522649 1.162395 
39786704417481952.000000 5.522340 1.162267 
39826491121899432.000000 5.522032 1.162139 
39866317613021328.000000 5.521724 1.162011 
39906183930634344.000000 5.521417 1.161884 
39946090114564976.000000 5.521110 1.161756 
39986036204679536.000000 5.520803 1.161628 
40026022240884208.000000 5.520497 1.161501 
40066048263125088.000000 5.520191 1.161373 
40106114311388208.000000 5.519886 1.161246 
40146220425699592.000000 5.519581 1.161118 
40186366646125288.000000 5.519277 1.160991 
40226553012771408.000000 5.518973 1.160863 
40266779565784176.000000 5.518669 1.160736 
40307046345349952.000000 5.518366 1.160609 
40347353391695296.000000 5.518063 1.160482 
40387700745086984.000000 5.517761 1.160355 
40428088445832064.000000 5.517459 1.160228 
40468516534277888.000000 5.517158 1.160101 
40508985050812160.000000 5.516857 1.159974 
40549494035862968.000000 5.516556 1.159848 
40590043529898824.000000 5.516256 1.159721 
40630633573428720.000000 5.515956 1.159595 
40671264207002144.000000 5.515657 1.159468 
40711935471209144.000000 5.515358 1.159342 
40752647406680352.000000 5.515060 1.159215 
40793400054087024.000000 5.514761 1.159089 
40834193454141104.000000 5.514464 1.158963 
40875027647595240.000000 5.514167 1.158836 
40915902675242832.000000 5.513870 1.158710 
40956818577918072.000000 5.513573 1.158584 
40997775396495984.000000 5.513277 1.158458 
41038773171892472.000000 5.512982 1.158333 
41079811945064360.000000 5.512686 1.158207 
41120891757009416.000000 5.512391 1.158081 
41162012648766424.000000 5.512097 1.157955 
41203174661415184.000000 5.511803 1.157830 
41244377836076592.000000 5.511510 1.157704 
41285622213912664.000000 5.511216 1.157579 
41326907836126576.000000 5.510924 1.157454 
41368234743962696.000000 5.510632 1.157328 
41409602978706656.000000 5.510340 1.157203 
41451012581685360.000000 5.510049 1.157078 
41492463594267040.000000 5.509758 1.156953 
41533956057861304.000000 5.509467 1.156828 
41575490013919160.000000 5.509177 1.156703 
41617065503933072.000000 5.508887 1.156578 
41658682569437000.000000 5.508598 1.156454 
41700341252006432.000000 5.508310 1.156329 
41742041593258432.000000 5.508021 1.156204 
41783783634851688.000000 5.507734 1.156080 
41825567418486536.000000 5.507446 1.155955 
41867392985905016.000000 5.507159 1.155831 
41909260378890920.000000 5.506873 1.155707 
41951169639269808.000000 5.506586 1.155582 
41993120808909072.000000 5.506301 1.155458 
42035113929717976.000000 5.506015 1.155334 
42077149043647688.000000 5.505730 1.155210 
42119226192691328.000000 5.505446 1.155086 
42161345418884016.000000 5.505162 1.154963 
42203506764302896.000000 5.504879 1.154839 
42245710271067192.000000 5.504595 1.154715 
42287955981338256.000000 5.504313 1.154592 
42330243937319592.000000 5.504030 1.154468 
42372574181256904.000000 5.503748 1.154345 
42414946755438160.000000 5.503467 1.154222 
42457361702193592.000000 5.503186 1.154098 
42499819063895784.000000 5.502905 1.153975 
42542318882959672.000000 5.502625 1.153852 
42584861201842624.000000 5.502345 1.153729 
42627446063044464.000000 5.502066 1.153606 
42670073509107504.000000 5.501787 1.153483 
42712743582616608.000000 5.501508 1.153360 
42755456326199216.000000 5.501230 1.153238 
42798211782525408.000000 5.500952 1.153115 
42841009994307928.000000 5.500674 1.152993 
42883851004302232.000000 5.500397 1.152870 
42926734855306528.000000 5.500121 1.152748 
42969661590161832.000000 5.499845 1.152626 
43012631251751992.000000 5.499569 1.152504 
43055643883003736.000000 5.499293 1.152382 
43098699526886736.000000 5.499018 1.152260 
43141798226413616.000000 5.498743 1.152138 
43184940024640024.000000 5.498468 1.152016 
43228124964664656.000000 5.498194 1.151894 
43271353089629312.000000 5.497921 1.151773 
43314624442718936.000000 5.497647 1.151651 
43357939067161648.000000 5.497375 1.151530 
43401297006228808.000000 5.497102 1.151408 
43444698303235032.000000 5.496830 1.151287 
43488143001538264.000000 5.496559 1.151165 
43531631144539800.000000 5.496288 1.151044 
43575162775684336.000000 5.496017 1.150923 
43618737938460016.000000 5.495746 1.150802 
43662356676398472.000000 5.495476 1.150681 
43706019033074864.000000 5.495207 1.150560 
43749725052107936.000000 5.494938 1.150439 
43793474777160040.000000 5.494669 1.150318 
43837268251937192.000000 5.494401 1.150197 
43881105520189128.000000 5.494133 1.150077 
43924986625709312.000000 5.493865 1.149956 
43968911612335016.000000 5.493598 1.149836 
44012880523947344.000000 5.493332 1.149715 
44056893404471288.000000 5.493065 1.149595 
44100950297875752.000000 5.492799 1.149474 
44145051248173624.000000 5.492534 1.149354 
44189196299421792.000000 5.492269 1.149234 
44233385495721208.000000 5.492004 1.149114 
44277618881216928.000000 5.491740 1.148994 
44321896500098144.000000 5.491476 1.148874 
44366218396598240.000000 5.491213 1.148754 
44410584614994832.000000 5.490949 1.148634 
44454995199609824.000000 5.490687 1.148514 
44499450194809432.000000 5.490425 1.148395 
44543949645004240.000000 5.490163 1.148275 
44588493594649240.000000 5.489901 1.148155 
44633082088243888.000000 5.489640 1.148036 
44677715170332128.000000 5.489380 1.147916 
44722392885502456.000000 5.489120 1.147797 
44767115278387952.000000 5.488860 1.147678 
44811882393666336.000000 5.488600 1.147559 
